block_id	chrom	start_pos	end_pos	number_of_mutations	number_of_patients	mutation_distribution	region_names
block_9141_21_47031502_47031502	21	47031477	47031526	1	1	1	chr21:mr12605:mix:U
block_9140_21_46838656_46838656	21	46838631	46838680	1	1	1	chr21:mr12533:mix:U
block_9139_21_46560446_46560446	21	46560421	46560470	1	1	1	chr21:mr12416:mix:U
block_9120_21_44358622_44358622	21	44358597	44358646	1	1	1	chr21:mr11441:mix:U
block_9118_21_44241081_44241081	21	44241056	44241105	1	1	1	chr21:mr11384:mix:U
block_9117_21_44155981_44155981	21	44155956	44156005	1	1	1	chr21:mr11345:mix:U
block_9116_21_44082136_44082136	21	44082111	44082160	1	1	1	chr21:mr11310:hyper:D
block_9115_21_43998607_43998607	21	43998582	43998631	1	1	1	chr21:mr11275:mix:U
block_9114_21_43679221_43679221	21	43679196	43679245	1	1	1	chr21:mr11106:mix:U
block_9113_21_43142155_43142155	21	43142130	43142179	1	1	1	chr21:mr10839:mix:U
block_9112_21_43102561_43102561	21	43102536	43102585	1	1	1	chr21:mr10820:mix:U
block_9111_21_42952354_42952354	21	42952329	42952378	1	1	1	chr21:mr10754:hypo:D
block_9110_21_42937163_42937163	21	42937138	42937187	1	1	1	chr21:mr10748:mix:U
block_9109_21_42919813_42919813	21	42919788	42919837	1	1	1	chr21:mr10736:mix:U
block_9108_21_42908582_42908582	21	42908557	42908606	1	1	1	chr21:mr10730:hypo:D
block_9107_21_42673914_42673914	21	42673889	42673938	1	1	1	chr21:mr10599:hypo:D
block_9106_21_42438155_42438155	21	42438130	42438179	1	1	1	chr21:mr10463:mix:U
block_9105_21_42432599_42432599	21	42432574	42432623	1	1	1	chr21:mr10459:mix:U
block_9104_21_42381007_42381007	21	42380982	42381031	1	1	1	chr21:mr10432:hypo:D
block_9119_21_44349706_44349706	21	44349681	44349730	1	1	1	chr21:mr11434:hypo:D
block_9121_21_44375297_44375297	21	44375272	44375321	1	1	1	chr21:mr11448:mix:U
block_9138_21_46555403_46555403	21	46555378	46555427	1	1	1	chr21:mr12413:mix:U
block_9122_21_44407974_44407974	21	44407949	44407998	1	1	1	chr21:mr11471:mix:U
block_9137_21_46533618_46533618	21	46533593	46533642	1	1	1	chr21:mr12396:mix:U
block_9136_21_46515295_46515295	21	46515270	46515319	1	1	1	chr21:mr12381:hypo:D
block_9135_21_45887976_45887976	21	45887951	45888000	1	1	1	chr21:mr12093:mix:U
block_9134_21_45663283_45663297	21	45663258	45663321	2	1	2	chr21:mr12017:hyper:D
block_9133_21_45662518_45662518	21	45662493	45662542	1	1	1	chr21:mr12017:hyper:D
block_9132_21_45656163_45656163	21	45656138	45656187	1	1	1	chr21:mr12017:hyper:D
block_9131_21_45643777_45643777	21	45643752	45643801	1	1	1	chr21:mr12013:hypo:D
block_9130_21_45513661_45513661	21	45513636	45513685	1	1	1	chr21:mr11971:hypo:D
block_9129_21_45131183_45131183	21	45131158	45131207	1	1	1	chr21:mr11788:mix:U
block_9128_21_45004964_45004964	21	45004939	45004988	1	1	1	chr21:mr11704:hypo:D
block_9127_21_44868724_44868724	21	44868699	44868748	1	1	1	chr21:mr11654:mix:U
block_9126_21_44759212_44759212	21	44759187	44759236	1	1	1	chr21:mr11616:mix:U
block_9125_21_44577003_44577003	21	44576978	44577027	1	1	1	chr21:mr11569:mix:U
block_9124_21_44565820_44565820	21	44565795	44565844	1	1	1	chr21:mr11568:hypo:D
block_9123_21_44493377_44493377	21	44493352	44493401	1	1	1	chr21:mr11523:mix:D
block_7461_17_26205465_26205465	17	26205440	26205489	1	1	1	chr17:mr12802:hypo:D
block_7460_17_25924439_25924439	17	25924414	25924463	1	1	1	chr17:mr12650:mix:U
block_7459_17_25815996_25815996	17	25815971	25816020	1	1	1	chr17:mr12581:mix:U
block_5783_13_103001170_103001170	13	103001145	103001194	1	1	1	chr13:mr26268:hypo:D
block_5790_13_104889530_104889530	13	104889505	104889554	1	1	1	chr13:mr26890:mix:U
block_5789_13_104577951_104577951	13	104577926	104577975	1	1	1	chr13:mr26812:mix:U
block_5788_13_104438298_104438298	13	104438273	104438322	1	1	1	chr13:mr26782:hypo:D
block_5787_13_104312670_104312670	13	104312645	104312694	1	1	1	chr13:mr26744:hypo:D
block_5786_13_104073007_104073007	13	104072982	104073031	1	1	1	chr13:mr26683:mix:U
block_5785_13_103582552_103582552	13	103582527	103582576	1	1	1	chr13:mr26513:mix:U
block_5784_13_103580732_103580732	13	103580707	103580756	1	1	1	chr13:mr26511:mix:U
block_5782_13_102831578_102831578	13	102831553	102831602	1	1	1	chr13:mr26225:hypo:D
block_5773_13_101041642_101041642	13	101041617	101041666	1	1	1	chr13:mr25546:mix:U
block_5781_13_102743160_102743160	13	102743135	102743184	1	1	1	chr13:mr26192:mix:U
block_5780_13_102433274_102433274	13	102433249	102433298	1	1	1	chr13:mr26117:mix:U
block_5779_13_102151190_102151190	13	102151165	102151214	1	1	1	chr13:mr26056:hypo:D
block_5778_13_102045704_102045704	13	102045679	102045728	1	1	1	chr13:mr26017:mix:U
block_5777_13_101860906_101860906	13	101860881	101860930	1	1	1	chr13:mr25966:mix:U
block_5776_13_101572359_101572359	13	101572334	101572383	1	1	1	chr13:mr25839:mix:U
block_5775_13_101480255_101480255	13	101480230	101480279	1	1	1	chr13:mr25806:mix:U
block_5791_13_104921712_104921712	13	104921687	104921736	1	1	1	chr13:mr26895:hypo:D
block_5792_13_105083486_105083486	13	105083461	105083510	1	1	1	chr13:mr26937:mix:U
block_5793_13_105348201_105348201	13	105348176	105348225	1	1	1	chr13:mr26995:hypo:D
block_5794_13_105703918_105703918	13	105703893	105703942	1	1	1	chr13:mr27066:hypo:D
block_5809_13_107183268_107183268	13	107183243	107183292	1	1	1	chr13:mr27574:mix:U
block_5808_13_107145607_107145607	13	107145582	107145631	1	1	1	chr13:mr27553:hyper:D
block_5807_13_107114842_107114842	13	107114817	107114866	1	1	1	chr13:mr27531:mix:U
block_5806_13_107062096_107062096	13	107062071	107062120	1	1	1	chr13:mr27499:mix:U
block_5805_13_107031153_107031153	13	107031128	107031177	1	1	1	chr13:mr27480:mix:U
block_5804_13_106930204_106930204	13	106930179	106930228	1	1	1	chr13:mr27441:hypo:D
block_5803_13_106693301_106693301	13	106693276	106693325	1	1	1	chr13:mr27347:mix:U
block_5802_13_106630413_106630413	13	106630388	106630437	1	1	1	chr13:mr27326:hypo:D
block_5801_13_106622717_106622717	13	106622692	106622741	1	1	1	chr13:mr27321:hypo:D
block_5800_13_106214100_106214100	13	106214075	106214124	1	1	1	chr13:mr27189:hypo:D
block_5799_13_106177774_106177774	13	106177749	106177798	1	1	1	chr13:mr27177:hypo:D
block_5798_13_106170599_106170599	13	106170574	106170623	1	1	1	chr13:mr27175:mix:U
block_5797_13_106098901_106098901	13	106098876	106098925	1	1	1	chr13:mr27156:mix:U
block_5796_13_106052114_106052114	13	106052089	106052138	1	1	1	chr13:mr27146:mix:U
block_5795_13_105925707_105925707	13	105925682	105925731	1	1	1	chr13:mr27117:hypo:D
block_5774_13_101176342_101176342	13	101176317	101176366	1	1	1	chr13:mr25630:mix:U
block_5772_13_101018519_101018519	13	101018494	101018543	1	1	1	chr13:mr25532:mix:U
block_5734_13_93640327_93640327	13	93640302	93640351	1	1	1	chr13:mr22349:mix:U
block_5744_13_96498363_96498363	13	96498338	96498387	1	1	1	chr13:mr23331:mix:U
block_5751_13_98283646_98283646	13	98283621	98283670	1	1	1	chr13:mr23890:mix:U
block_5750_13_98197539_98197539	13	98197514	98197563	1	1	1	chr13:mr23858:hypo:D
block_5749_13_98185763_98185763	13	98185738	98185787	1	1	1	chr13:mr23853:hypo:D
block_5748_13_97944069_97944069	13	97944044	97944093	1	1	1	chr13:mr23762:mix:U
block_5747_13_97845885_97845885	13	97845860	97845909	1	1	1	chr13:mr23710:hypo:D
block_5746_13_97721172_97721172	13	97721147	97721196	1	1	1	chr13:mr23660:mix:U
block_5745_13_96780586_96780586	13	96780561	96780610	1	1	1	chr13:mr23403:hypo:D
block_5743_13_96294382_96294382	13	96294357	96294406	1	1	1	chr13:mr23255:hyper:D
block_5771_13_100995132_100995132	13	100995107	100995156	1	1	1	chr13:mr25527:mix:U
block_5742_13_96292713_96292713	13	96292688	96292737	1	1	1	chr13:mr23254:mix:U
block_5741_13_95360624_95360624	13	95360599	95360648	1	1	1	chr13:mr22785:hyper:D
block_5740_13_95194859_95194859	13	95194834	95194883	1	1	1	chr13:mr22715:mix:U
block_5739_13_95108378_95108378	13	95108353	95108402	1	1	1	chr13:mr22681:mix:U
block_5738_13_94924875_94924875	13	94924850	94924899	1	1	1	chr13:mr22612:mix:U
block_5737_13_94568119_94568119	13	94568094	94568143	1	1	1	chr13:mr22530:mix:U
block_5736_13_93888874_93888874	13	93888849	93888898	1	1	1	chr13:mr22401:mix:U
block_5752_13_98378927_98378927	13	98378902	98378951	1	1	1	chr13:mr23927:mix:U
block_5753_13_98519024_98519024	13	98518999	98519048	1	1	1	chr13:mr23978:mix:U
block_5754_13_98576079_98576079	13	98576054	98576103	1	1	1	chr13:mr24005:hypo:D
block_5755_13_98754521_98754521	13	98754496	98754545	1	1	1	chr13:mr24127:mix:U
block_5770_13_100953324_100953324	13	100953299	100953348	1	1	1	chr13:mr25508:mix:U
block_5769_13_100825688_100825688	13	100825663	100825712	1	1	1	chr13:mr25452:mix:U
block_5768_13_100718320_100718320	13	100718295	100718344	1	1	1	chr13:mr25396:mix:U
block_5767_13_100516300_100516300	13	100516275	100516324	1	1	1	chr13:mr25266:mix:U
block_5766_13_100487067_100487067	13	100487042	100487091	1	1	1	chr13:mr25248:mix:U
block_5765_13_100226414_100226414	13	100226389	100226438	1	1	1	chr13:mr25076:mix:U
block_5764_13_100083426_100083426	13	100083401	100083450	1	1	1	chr13:mr24998:hyper:D
block_5763_13_99726736_99726736	13	99726711	99726760	1	1	1	chr13:mr24773:mix:U
block_5762_13_99270001_99270001	13	99269976	99270025	1	1	1	chr13:mr24488:mix:U
block_5761_13_99191849_99191849	13	99191824	99191873	1	1	1	chr13:mr24432:hypo:D
block_5760_13_99190062_99190062	13	99190037	99190086	1	1	1	chr13:mr24430:hypo:D
block_5759_13_99136994_99136994	13	99136969	99137018	1	1	1	chr13:mr24393:mix:D
block_5758_13_99001259_99001259	13	99001234	99001283	1	1	1	chr13:mr24307:hypo:D
block_5757_13_98954229_98954229	13	98954204	98954253	1	1	1	chr13:mr24277:hypo:D
block_5756_13_98835797_98835797	13	98835772	98835821	1	1	1	chr13:mr24189:mix:U
block_5810_13_107852038_107852038	13	107852013	107852062	1	1	1	chr13:mr27841:mix:U
block_5811_13_108213598_108213598	13	108213573	108213622	1	1	1	chr13:mr27951:mix:U
block_5812_13_108564058_108564058	13	108564033	108564082	1	1	1	chr13:mr28076:hypo:D
block_5861_13_114966447_114966447	13	114966422	114966471	1	1	1	chr13:mr30969:hyper:D
block_5868_22_18441186_18441186	22	18441161	18441210	1	1	1	chr22:mr1021:mix:U
block_5867_22_18334517_18334517	22	18334492	18334541	1	1	1	chr22:mr960:mix:U
block_5866_22_18121795_18121795	22	18121770	18121819	1	1	1	chr22:mr856:mix:U
block_5865_22_17961635_17961635	22	17961610	17961659	1	1	1	chr22:mr744:mix:U
block_5864_22_17813227_17813227	22	17813202	17813251	1	1	1	chr22:mr640:mix:U
block_5863_22_17780782_17780782	22	17780757	17780806	1	1	1	chr22:mr616:mix:U
block_5862_22_17614600_17614600	22	17614575	17614624	1	1	1	chr22:mr524:hypo:D
block_5860_13_114927933_114927933	13	114927908	114927957	1	1	1	chr13:mr30949:hyper:D
block_5813_13_108797752_108797752	13	108797727	108797776	1	1	1	chr13:mr28121:hypo:D
block_5859_13_114802789_114802789	13	114802764	114802813	1	1	1	chr13:mr30899:mix:U
block_5858_13_114616703_114616703	13	114616678	114616727	1	1	1	chr13:mr30865:mix:U
block_5857_13_114609143_114609143	13	114609118	114609167	1	1	1	chr13:mr30862:hypo:D
block_5856_13_114509987_114509987	13	114509962	114510011	1	1	1	chr13:mr30821:mix:U
block_5855_13_114479792_114479792	13	114479767	114479816	1	1	1	chr13:mr30810:hypo:D
block_5854_13_114183389_114183389	13	114183364	114183413	1	1	1	chr13:mr30722:hyper:D
block_5853_13_114083479_114083479	13	114083454	114083503	1	1	1	chr13:mr30668:hypo:D
block_5869_22_18457980_18457980	22	18457955	18458004	1	1	1	chr22:mr1030:hyper:D
block_5870_22_18530833_18530833	22	18530808	18530857	1	1	1	chr22:mr1081:mix:U
block_5871_22_18639660_18639660	22	18639635	18639684	1	1	1	chr22:mr1149:mix:U
block_5872_22_19259946_19259946	22	19259921	19259970	1	1	1	chr22:mr1421:hyper:D
block_5888_22_22735475_22735475	22	22735450	22735499	1	1	1	chr22:mr3191:mix:U
block_5887_22_22712444_22712444	22	22712419	22712468	1	1	1	chr22:mr3181:mix:D
block_5886_22_22518521_22518521	22	22518496	22518545	1	1	1	chr22:mr3081:hypo:D
block_5884_22_22380726_22380789	22	22380701	22380813	2	1	2	chr22:mr3012:hyper:D
block_5883_22_22380014_22380014	22	22379989	22380038	1	1	1	chr22:mr3011:mix:U
block_5882_22_22359815_22359815	22	22359790	22359839	1	1	1	chr22:mr2996:mix:U
block_5881_22_22312917_22312917	22	22312892	22312941	1	1	1	chr22:mr2968:mix:U
block_5880_22_21020070_21020070	22	21020045	21020094	1	1	1	chr22:mr2255:mix:U
block_5879_22_20144049_20144049	22	20144024	20144073	1	1	1	chr22:mr1889:hypo:D
block_5878_22_20108164_20108164	22	20108139	20108188	1	1	1	chr22:mr1879:mix:U
block_5877_22_19884020_19884020	22	19883995	19884044	1	1	1	chr22:mr1769:hypo:D
block_5876_22_19643417_19643417	22	19643392	19643441	1	1	1	chr22:mr1660:hypo:D
block_5875_22_19570063_19570063	22	19570038	19570087	1	1	1	chr22:mr1613:mix:U
block_5874_22_19505592_19505592	22	19505567	19505616	1	1	1	chr22:mr1576:mix:U
block_5873_22_19284724_19284724	22	19284699	19284748	1	1	1	chr22:mr1439:mix:U
block_5852_13_114033403_114033403	13	114033378	114033427	1	1	1	chr13:mr30646:mix:U
block_5851_13_113763591_113763591	13	113763566	113763615	1	1	1	chr13:mr30483:hyper:D
block_5850_13_113717585_113717585	13	113717560	113717609	1	1	1	chr13:mr30468:mix:U
block_5831_13_111473329_111473329	13	111473304	111473353	1	1	1	chr13:mr29386:mix:U
block_5829_13_111235796_111235796	13	111235771	111235820	1	1	1	chr13:mr29251:hypo:D
block_5828_13_111006138_111006138	13	111006113	111006162	1	1	1	chr13:mr29120:mix:U
block_5827_13_110982959_110982959	13	110982934	110982983	1	1	1	chr13:mr29104:mix:U
block_5826_13_110866982_110866982	13	110866957	110867006	1	1	1	chr13:mr29033:mix:U
block_5825_13_110715692_110715692	13	110715667	110715716	1	1	1	chr13:mr28939:hypo:D
block_5824_13_110638932_110638932	13	110638907	110638956	1	1	1	chr13:mr28898:mix:U
block_5823_13_110623838_110623838	13	110623813	110623862	1	1	1	chr13:mr28889:mix:U
block_5822_13_110532333_110532333	13	110532308	110532357	1	1	1	chr13:mr28850:mix:U
block_5821_13_110462266_110462266	13	110462241	110462290	1	1	1	chr13:mr28810:mix:U
block_5820_13_110285447_110285447	13	110285422	110285471	1	1	1	chr13:mr28707:hypo:D
block_5819_13_110192829_110192829	13	110192804	110192853	1	1	1	chr13:mr28671:hypo:D
block_5818_13_110049960_110049960	13	110049935	110049984	1	1	1	chr13:mr28614:hypo:D
block_5817_13_109756861_109756861	13	109756836	109756885	1	1	1	chr13:mr28459:hypo:D
block_5815_13_109337521_109337521	13	109337496	109337545	1	1	1	chr13:mr28287:mix:U
block_5814_13_108830952_108830952	13	108830927	108830976	1	1	1	chr13:mr28138:mix:U
block_5830_13_111283012_111283012	13	111282987	111283036	1	1	1	chr13:mr29280:mix:U
block_5832_13_112013049_112013049	13	112013024	112013073	1	1	1	chr13:mr29667:mix:U
block_5849_13_113682272_113682272	13	113682247	113682296	1	1	1	chr13:mr30451:hyper:D
block_5833_13_112056789_112056789	13	112056764	112056813	1	1	1	chr13:mr29692:hypo:D
block_5848_13_113608860_113608860	13	113608835	113608884	1	1	1	chr13:mr30428:hypo:D
block_5847_13_113590137_113590137	13	113590112	113590161	1	1	1	chr13:mr30417:mix:U
block_5846_13_113416756_113416756	13	113416731	113416780	1	1	1	chr13:mr30331:mix:U
block_5845_13_113392682_113392682	13	113392657	113392706	1	1	1	chr13:mr30315:mix:U
block_5844_13_113318325_113318325	13	113318300	113318349	1	1	1	chr13:mr30274:hypo:D
block_5843_13_113290394_113290394	13	113290369	113290418	1	1	1	chr13:mr30263:hypo:D
block_5842_13_112884696_112884696	13	112884671	112884720	1	1	1	chr13:mr30067:mix:U
block_5841_13_112819222_112819222	13	112819197	112819246	1	1	1	chr13:mr30026:hypo:D
block_5840_13_112807792_112807792	13	112807767	112807816	1	1	1	chr13:mr30023:hypo:D
block_5839_13_112659279_112659279	13	112659254	112659303	1	1	1	chr13:mr29944:hypo:D
block_5838_13_112311837_112311837	13	112311812	112311861	1	1	1	chr13:mr29842:hypo:D
block_5837_13_112264555_112264555	13	112264530	112264579	1	1	1	chr13:mr29810:hypo:D
block_5836_13_112168132_112168132	13	112168107	112168156	1	1	1	chr13:mr29747:mix:U
block_5835_13_112166936_112166936	13	112166911	112166960	1	1	1	chr13:mr29746:mix:U
block_5834_13_112090970_112090970	13	112090945	112090994	1	1	1	chr13:mr29709:hypo:D
block_5735_13_93772994_93772994	13	93772969	93773018	1	1	1	chr13:mr22381:hypo:D
block_5733_13_91451700_91451700	13	91451675	91451724	1	1	1	chr13:mr21914:mix:U
block_5890_22_23285427_23285427	22	23285402	23285451	1	1	1	chr22:mr3248:mix:D
block_5627_13_44590992_44590992	13	44590967	44591016	1	1	1	chr13:mr11167:hypo:D
block_5634_13_46961976_46961976	13	46961951	46962000	1	1	1	chr13:mr12341:mix:D
block_5633_13_46961308_46961308	13	46961283	46961332	1	1	1	chr13:mr12341:mix:D
block_5632_13_46931667_46931667	13	46931642	46931691	1	1	1	chr13:mr12324:mix:U
block_5631_13_46287451_46287451	13	46287426	46287475	1	1	1	chr13:mr12036:mix:U
block_5630_13_45545641_45545641	13	45545616	45545665	1	1	1	chr13:mr11625:mix:U
block_5629_13_45418962_45418962	13	45418937	45418986	1	1	1	chr13:mr11559:hypo:D
block_5628_13_45410383_45410383	13	45410358	45410407	1	1	1	chr13:mr11552:mix:U
block_5626_13_44561246_44561246	13	44561221	44561270	1	1	1	chr13:mr11150:mix:U
block_5617_13_37953948_37953948	13	37953923	37953972	1	1	1	chr13:mr8769:mix:U
block_5625_13_43695768_43695768	13	43695743	43695792	1	1	1	chr13:mr10878:mix:U
block_5624_13_42002517_42002517	13	42002492	42002541	1	1	1	chr13:mr10258:hyper:D
block_5623_13_41859943_41859943	13	41859918	41859967	1	1	1	chr13:mr10179:mix:U
block_5622_13_40952056_40952056	13	40952031	40952080	1	1	1	chr13:mr9676:mix:D
block_5621_13_40919410_40919410	13	40919385	40919434	1	1	1	chr13:mr9656:mix:U
block_5620_13_40780832_40780832	13	40780807	40780856	1	1	1	chr13:mr9591:hyper:D
block_5619_13_40076554_40076554	13	40076529	40076578	1	1	1	chr13:mr9307:hypo:D
block_5635_13_47075519_47075519	13	47075494	47075543	1	1	1	chr13:mr12392:mix:U
block_5636_13_47109519_47109519	13	47109494	47109543	1	1	1	chr13:mr12409:mix:U
block_5637_13_47110988_47110988	13	47110963	47111012	1	1	1	chr13:mr12410:hypo:D
block_5638_13_47510656_47510656	13	47510631	47510680	1	1	1	chr13:mr12582:mix:U
block_5653_13_56009703_56009703	13	56009678	56009727	1	1	1	chr13:mr15501:hypo:D
block_5652_13_55888202_55888202	13	55888177	55888226	1	1	1	chr13:mr15486:mix:U
block_5651_13_54417793_54417793	13	54417768	54417817	1	1	1	chr13:mr15259:mix:U
block_5650_13_53298649_53298649	13	53298624	53298673	1	1	1	chr13:mr14930:mix:U
block_5649_13_52657682_52657682	13	52657657	52657706	1	1	1	chr13:mr14620:mix:U
block_5648_13_52414273_52414273	13	52414248	52414297	1	1	1	chr13:mr14484:mix:U
block_5647_13_51728054_51728054	13	51728029	51728078	1	1	1	chr13:mr14192:mix:U
block_5646_13_50976926_50976926	13	50976901	50976950	1	1	1	chr13:mr13892:hypo:D
block_5645_13_50840461_50840461	13	50840436	50840485	1	1	1	chr13:mr13844:mix:U
block_5644_13_50437744_50437744	13	50437719	50437768	1	1	1	chr13:mr13662:mix:U
block_5643_13_50415572_50415572	13	50415547	50415596	1	1	1	chr13:mr13647:mix:U
block_5642_13_49423701_49423701	13	49423676	49423725	1	1	1	chr13:mr13185:mix:U
block_5641_13_49061477_49061477	13	49061452	49061501	1	1	1	chr13:mr13038:mix:U
block_5640_13_48429864_48429864	13	48429839	48429888	1	1	1	chr13:mr12808:mix:U
block_5639_13_47847524_47847524	13	47847499	47847548	1	1	1	chr13:mr12659:hypo:D
block_5618_13_38325424_38325424	13	38325399	38325448	1	1	1	chr13:mr8850:mix:U
block_5616_13_37430852_37430852	13	37430827	37430876	1	1	1	chr13:mr8588:hypo:D
block_5732_13_91290774_91290774	13	91290749	91290798	1	1	1	chr13:mr21876:hypo:D
block_5588_13_29220489_29220489	13	29220464	29220513	1	1	1	chr13:mr5194:mix:U
block_5595_13_32465587_32465587	13	32465562	32465611	1	1	1	chr13:mr6799:mix:U
block_5594_13_31697715_31697715	13	31697690	31697739	1	1	1	chr13:mr6469:mix:U
block_5593_13_30946241_30946241	13	30946216	30946265	1	1	1	chr13:mr6017:mix:U
block_5592_13_30929199_30929199	13	30929174	30929223	1	1	1	chr13:mr6005:hyper:D
block_5591_13_30697112_30697112	13	30697087	30697136	1	1	1	chr13:mr5897:hyper:D
block_5590_13_30684401_30684401	13	30684376	30684425	1	1	1	chr13:mr5889:mix:U
block_5589_13_29842634_29842634	13	29842609	29842658	1	1	1	chr13:mr5447:hypo:D
block_5587_13_28891197_28891197	13	28891172	28891221	1	1	1	chr13:mr5006:hypo:D
block_5615_13_37253833_37253833	13	37253808	37253857	1	1	1	chr13:mr8514:mix:U
block_5586_13_28880695_28880695	13	28880670	28880719	1	1	1	chr13:mr4999:mix:U
block_5585_13_27957704_27957704	13	27957679	27957728	1	1	1	chr13:mr4514:mix:U
block_5584_13_27455423_27455423	13	27455398	27455447	1	1	1	chr13:mr4215:mix:U
block_5583_13_27235402_27235402	13	27235377	27235426	1	1	1	chr13:mr4098:hypo:D
block_5582_13_26596946_26596946	13	26596921	26596970	1	1	1	chr13:mr3808:mix:U
block_5581_13_26547469_26547469	13	26547444	26547493	1	1	1	chr13:mr3789:hypo:D
block_5580_13_26527847_26527847	13	26527822	26527871	1	1	1	chr13:mr3775:mix:U
block_5596_13_32737816_32737816	13	32737791	32737840	1	1	1	chr13:mr6912:mix:U
block_5597_13_33479806_33479806	13	33479781	33479830	1	1	1	chr13:mr7248:mix:U
block_5598_13_33759786_33759786	13	33759761	33759810	1	1	1	chr13:mr7382:hypo:D
block_5599_13_33771681_33771681	13	33771656	33771705	1	1	1	chr13:mr7390:mix:U
block_5614_13_36609034_36609034	13	36609009	36609058	1	1	1	chr13:mr8314:mix:U
block_5613_13_36332611_36332611	13	36332586	36332635	1	1	1	chr13:mr8183:mix:U
block_5612_13_36293582_36293582	13	36293557	36293606	1	1	1	chr13:mr8166:mix:U
block_5611_13_36291116_36291116	13	36291091	36291140	1	1	1	chr13:mr8163:mix:U
block_5610_13_36221990_36221990	13	36221965	36222014	1	1	1	chr13:mr8125:hypo:D
block_5609_13_36101177_36101177	13	36101152	36101201	1	1	1	chr13:mr8100:mix:U
block_5608_13_35129880_35129880	13	35129855	35129904	1	1	1	chr13:mr7870:mix:U
block_5607_13_34967437_34967437	13	34967412	34967461	1	1	1	chr13:mr7812:mix:U
block_5606_13_34940114_34940114	13	34940089	34940138	1	1	1	chr13:mr7804:mix:U
block_5605_13_34446411_34446411	13	34446386	34446435	1	1	1	chr13:mr7664:mix:U
block_5604_13_34392358_34392358	13	34392333	34392382	1	1	1	chr13:mr7649:mix:U
block_5603_13_34185669_34185669	13	34185644	34185693	1	1	1	chr13:mr7558:hypo:D
block_5602_13_34184796_34184796	13	34184771	34184820	1	1	1	chr13:mr7558:hypo:D
block_5601_13_34168090_34168090	13	34168065	34168114	1	1	1	chr13:mr7550:mix:U
block_5600_13_34113154_34113154	13	34113129	34113178	1	1	1	chr13:mr7533:mix:U
block_5654_13_56178528_56178528	13	56178503	56178552	1	1	1	chr13:mr15518:mix:U
block_5655_13_57574910_57574910	13	57574885	57574934	1	1	1	chr13:mr15694:hypo:D
block_5656_13_59434993_59434993	13	59434968	59435017	1	1	1	chr13:mr15930:mix:U
block_5705_13_83211505_83211505	13	83211480	83211529	1	1	1	chr13:mr20712:mix:U
block_5712_13_85203505_85203505	13	85203480	85203529	1	1	1	chr13:mr20996:mix:U
block_5711_13_84660622_84660622	13	84660597	84660646	1	1	1	chr13:mr20920:mix:U
block_5710_13_84328778_84328778	13	84328753	84328802	1	1	1	chr13:mr20866:mix:U
block_5709_13_84323565_84323565	13	84323540	84323589	1	1	1	chr13:mr20864:hypo:D
block_5708_13_83811104_83811104	13	83811079	83811128	1	1	1	chr13:mr20795:mix:U
block_5707_13_83466764_83466764	13	83466739	83466788	1	1	1	chr13:mr20740:mix:U
block_5706_13_83451036_83451036	13	83451011	83451060	1	1	1	chr13:mr20738:mix:U
block_5704_13_82604672_82604672	13	82604647	82604696	1	1	1	chr13:mr20624:mix:U
block_5657_13_60207901_60207901	13	60207876	60207925	1	1	1	chr13:mr16128:mix:U
block_5703_13_81937573_81937573	13	81937548	81937597	1	1	1	chr13:mr20548:hypo:D
block_5702_13_81820748_81820748	13	81820723	81820772	1	1	1	chr13:mr20521:hypo:D
block_5701_13_81746814_81746814	13	81746789	81746838	1	1	1	chr13:mr20511:hypo:D
block_5700_13_80913100_80913100	13	80913075	80913124	1	1	1	chr13:mr20361:mix:U
block_5699_13_80438485_80438485	13	80438460	80438509	1	1	1	chr13:mr20210:hypo:D
block_5698_13_80260726_80260726	13	80260701	80260750	1	1	1	chr13:mr20167:mix:U
block_5697_13_78598054_78598054	13	78598029	78598078	1	1	1	chr13:mr19755:hypo:D
block_5713_13_85446779_85446779	13	85446754	85446803	1	1	1	chr13:mr21035:hypo:D
block_5714_13_86015634_86015634	13	86015609	86015658	1	1	1	chr13:mr21122:hypo:D
block_5715_13_86033704_86033704	13	86033679	86033728	1	1	1	chr13:mr21124:hypo:D
block_5716_13_86082094_86082094	13	86082069	86082118	1	1	1	chr13:mr21135:hypo:D
block_5731_13_90823237_90823237	13	90823212	90823261	1	1	1	chr13:mr21793:mix:U
block_5730_13_89815659_89815659	13	89815634	89815683	1	1	1	chr13:mr21633:mix:U
block_5729_13_89369872_89369872	13	89369847	89369896	1	1	1	chr13:mr21575:mix:U
block_5728_13_88770378_88770378	13	88770353	88770402	1	1	1	chr13:mr21489:mix:U
block_5727_13_88717790_88717790	13	88717765	88717814	1	1	1	chr13:mr21483:mix:U
block_5726_13_88564871_88564871	13	88564846	88564895	1	1	1	chr13:mr21469:hypo:D
block_5725_13_88507226_88507226	13	88507201	88507250	1	1	1	chr13:mr21460:mix:U
block_5724_13_87959211_87959211	13	87959186	87959235	1	1	1	chr13:mr21392:mix:U
block_5723_13_87673359_87673359	13	87673334	87673383	1	1	1	chr13:mr21353:mix:U
block_5722_13_87303644_87303644	13	87303619	87303668	1	1	1	chr13:mr21289:mix:U
block_5721_13_87061782_87061782	13	87061757	87061806	1	1	1	chr13:mr21260:mix:U
block_5720_13_86274400_86274400	13	86274375	86274424	1	1	1	chr13:mr21165:mix:U
